,collectCount,commentCount,createTimeISO,likes,mentions0,mentions1,playCount,shareCount,text,videoMeta/duration,videoMeta/format
495,2233,273,2024-02-27T21:58:04.000Z,38800,,,484700,1470,rhode sightings  lip case,19,mp4
496,2888,530,2024-02-27T17:08:36.000Z,65600,,,908900,968,1 800 rhodethe lip case lip tints arrived rhodeskincom,8,mp4
497,12700,848,2024-02-27T17:03:42.000Z,288600,,,2600000,1692,never lose lip lip case lip tints 4 core colors available rhodeskincom,9,mp4
498,260,76,2024-02-27T00:48:34.000Z,5042,,,98600,64,lip tints 4 core colors restock tomorrow 9am pt ribbon sheer pink toast rose taupe espresso rich brown raspberry jelly crushed berry,15,mp4
499,485,149,2024-02-26T22:05:00.000Z,9562,,,125300,239,lip case lip tints arrive tomorrow 9am pt,6,mp4
500,3744,352,2024-02-26T20:29:47.000Z,83100,,,876600,608,lip tints hb restocking february 27th 9am pt,13,mp4
501,119,33,2024-02-26T19:22:26.000Z,2335,,,60500,22,pick phone set reminder tomorrow february 27th 9am pt lip case lip tint restock go live rhodeskincom,0,
502,6696,347,2024-02-25T22:29:05.000Z,107700,,,1000000,975,gloss treat tint lip tints back february 27th 9am pt rhodeskincom,8,mp4
504,918,81,2024-02-25T20:10:24.000Z,17600,@abelyn,,187300,176,peptide lip tint try back stock february 27th 9am pt,49,mp4
505,1124,80,2024-02-25T17:24:16.000Z,15100,,,140000,223,text treat tint go,13,mp4
506,599,75,2024-02-24T23:35:58.000Z,12100,,,159200,143,4 core colors back february 27th 9am pt,27,mp4
507,166,24,2024-02-24T20:13:54.000Z,3291,@sophiess,,69900,35,lip tint touch ups wearing shade toast,12,mp4
508,1709,139,2024-02-24T18:25:53.000Z,39700,,,378700,309,powerful treatment lip tint one lip tints back february 27th 9am pt,7,mp4
509,355,56,2024-02-24T17:09:07.000Z,5189,,,63400,53,ribbon mood,11,mp4
510,169,35,2024-02-23T21:08:54.000Z,2805,,,62900,16,get ready rhode skin prep lip tints 4 core colors back february 27th 9am pt,31,mp4
511,122,43,2024-02-23T18:54:05.000Z,3691,,,67500,19,lip tints feature sheer buildable formula melts onto lips leaving glossy finish hint tint 4 core colors,36,mp4
512,315,47,2024-02-23T17:10:01.000Z,7252,,,81200,33,warm toasty,0,
513,114,42,2024-02-22T20:33:14.000Z,2586,@eman,,65100,18,rise refresh morning rhode routine,20,mp4
514,243,68,2024-02-22T19:17:33.000Z,9222,@Kensington,,122800,44,lip case  launching february 27th 9am pt,14,mp4
515,398,83,2024-02-22T17:27:18.000Z,9671,,,133900,94,sheer buildable formula leaves lips glossy hydrated hint tint lip tints coming back february 27th 9am pt,9,mp4
516,151,39,2024-02-22T00:02:56.000Z,5775,@Izabel,,88600,32,ottoni lip treat,0,
517,11700,990,2024-02-21T23:09:12.000Z,417400,,,2900000,830,would lip cases grab february 27th 9am pt,0,
518,748,74,2024-02-21T18:57:08.000Z,15300,,,310500,182,lip tint try sheer buildable formula leaves lips glossy hydrated hint tint 4 core colors espresso rich brown toast rose taupe raspberry jelly crushed berry ribbon sheer pink coming back february 27th 9am pt,78,mp4
519,406,93,2024-02-20T20:57:16.000Z,8631,,,108800,72,lip tints back stock february 27th 9am pt join waitlist rhodeskincom,22,mp4
522,2084,137,2024-02-19T21:09:18.000Z,55100,,,556100,117,rhode ingredients peptides find peptide lip treatments tints,13,mp4
523,119,38,2024-02-19T17:57:06.000Z,2474,@ori’s,,60900,20,morning rhode routine,25,mp4
524,84,31,2024-02-18T22:06:14.000Z,1069,,,55400,36,weekend treats rhode hb strawberry glaze soft serve sundae,4,mp4
525,1864,79,2024-02-18T20:30:25.000Z,20800,@Tziporah,,325700,79,lip tint shade raspberry jelly,51,mp4
526,251,26,2024-02-18T18:22:44.000Z,3635,,,69200,40,mood,14,mp4
527,5406,256,2024-02-18T17:04:05.000Z,93500,,,786100,558,call lip case lip tints launching together february 27th 9am pt join waitlist rhodeskincom,10,mp4
528,298,48,2024-02-17T22:18:30.000Z,9930,,,128600,26,rhode goodies hb strawberry glaze soft serve,6,mp4
529,143,38,2024-02-17T19:42:13.000Z,3364,@ronrobinsoncosmeticc:,,86100,18,rhode ingredient deep dive  next gen hyaluronic acid find pineapple refresh formula,35,mp4
530,996,90,2024-02-17T18:38:25.000Z,16900,,,149100,103,like shot espresso,14,mp4
531,571,79,2024-02-17T17:04:15.000Z,12300,,,135600,89,rhode night,9,mp4
532,11300,1606,2024-02-16T19:55:03.000Z,272800,,,2300000,2230,choose tint,5,mp4
533,74,26,2024-02-16T18:42:33.000Z,1630,,,86000,9,rhode sightings hb lip case,4,mp4
535,1165,345,2024-02-15T19:03:33.000Z,36100,@Rikke,,343100,236,lip case arrives february 27th 9am pt rhodeskincom krefting,12,mp4
536,352,74,2024-02-15T17:26:12.000Z,6502,,,139000,52,raspberry jelly mood,12,mp4
537,248,130,2024-02-14T23:34:39.000Z,5385,@Julia,,215900,164,case hobbs lip case lip tints arrive february 27th 9am pt,12,mp4
538,424,77,2024-02-14T18:56:52.000Z,10500,,,233100,36,rhode crush,0,
539,890,65,2024-02-14T17:17:11.000Z,8475,,,211100,55,breakfast rhode valentine day edition,19,mp4
540,13600,1135,2024-02-13T19:35:55.000Z,351400,,,4000000,1449,lip tints finally coming back 4 sheer buildable shades melt onto lips rich glossy finish join waitlist rhodeskincom,10,mp4
541,11900,1299,2024-02-13T18:00:58.000Z,506200,,,6400000,2395,rhode sightings jb lip case launching february 27th 9am pt join waitlist rhodeskincom,6,mp4
542,20600,2131,2024-02-13T17:17:09.000Z,411500,,,2900000,4509,text treat tint peptide lip tints coming back plus something cute hold meet lip case compatible iphone favorite peptide lip tint treatment launching together february 27th 9am pt rhodeskincom,10,mp4
543,3355,622,2024-02-13T02:22:49.000Z,107700,,,1200000,2204,strawberry glaze 4ever starting valentine day erewhon get rhode scratcher order hb strawberry glaze soft serve scratch heart chance win free rhode goodies supplies last,24,mp4
544,3651,189,2024-02-12T21:02:14.000Z,231600,@charli,,2700000,155,amelio peptide lip treatment,8,mp4
545,660,181,2024-02-12T06:31:12.000Z,29900,@Hailey,,411200,167,mid game touch bieber,17,mp4
546,253,58,2024-02-12T02:44:02.000Z,4827,@Daniela’s,,229300,25,first impressions pineapple refresh,70,mp4
547,439,50,2024-02-11T19:58:42.000Z,7832,,,206200,67,vday mood,9,mp4
548,608,88,2024-02-11T17:01:40.000Z,17600,@Hailey,@Toni,272900,53,bieber  bravo chat things rhode beauty  skincare,90,mp4
549,1074,55,2024-02-11T01:12:30.000Z,16200,@Jordan,,234600,47,santos everyday bag essentials,0,
550,321,34,2024-02-10T22:16:31.000Z,4330,@Rudi,,169800,93,rhode restore eczema berry shares journey eczema glazing milk nutrient rich formula helps soothe irritation hydrate skin providing real results,32,mp4
551,311,54,2024-02-10T21:21:36.000Z,6450,,,193000,100,reviews pineapple refresh available rhodeskincom,10,mp4
553,179,30,2024-02-09T20:46:55.000Z,4302,@Laura,,141100,41,wash away day galebe puts pineapple refresh cleanser test,25,mp4
556,6609,183,2024-02-08T19:27:15.000Z,58600,,,411500,116,go lip tint combos,0,
557,287,60,2024-02-07T23:19:28.000Z,5782,,,151000,46,glazing milk,10,mp4
558,797,40,2024-02-07T19:36:41.000Z,13500,,,145200,27,week ft peptide lip treatment go essential day lip hydration,0,
559,417,24,2024-02-07T18:11:38.000Z,4270,@potatogeenah’s,,112700,36,layers luminous dewy hydration  full rhode routine,33,mp4
560,157,41,2024-02-06T21:46:50.000Z,3250,,,100100,26,glaze,10,mp4
561,1299,41,2024-02-06T19:45:45.000Z,15900,@dylan’s,,160700,52,inside bag,0,
562,260,27,2024-02-06T17:21:24.000Z,5056,@Tsutsumi,,95700,24,winter morning hoang rhode essentials,9,mp4
564,482,64,2024-02-05T18:46:13.000Z,8396,@Alissajanay,,151000,54,full rhode routine,20,mp4
565,132,23,2024-02-05T17:20:07.000Z,2979,@Claudia,@Carly,83500,14,get ready rhode  sulewski grammy glam fisher rhode product breakdown skin prep using glazing milk peptide glazing fluid plumping pre makeup lip mask using peptide lip treatment foundation mixed peptide glazing fluid lip tint shade ‘ toast,61,mp4
566,133,30,2024-02-05T02:34:00.000Z,2276,@Claudia,,85200,37,sulewski getting ready grammy tonight,13,mp4
567,315,55,2024-02-05T01:15:04.000Z,5159,,,100300,88,rhode textures,14,mp4
568,293,14,2024-02-04T20:10:20.000Z,2302,@Michaela,,73800,12,refreshed hydrated gets unready using pineapple refresh cleanser glazing milk,38,mp4
569,106,25,2024-02-04T17:11:08.000Z,2174,,,77900,43,meet rhode ingredient know next gen hyaluronic acid ( ha ) find pineapple refresh formula,14,mp4
570,122,33,2024-02-03T21:24:34.000Z,2573,@haianny,,122600,22,lip treat nourishing peptide powered formula works hard restore replenish dry lips leaving plump glossy finish,7,mp4
571,416,36,2024-02-03T19:06:45.000Z,8295,@MICHELLE,,113700,23,tran rhode review,43,mp4
572,502,29,2024-02-03T17:25:01.000Z,6975,@mobina’s,,92400,36,’ bag ft lip treat,7,mp4
573,270,30,2024-02-02T21:01:31.000Z,7467,,,98200,15,saves pineapple refresh shoot,0,
574,485,35,2024-02-02T19:06:28.000Z,7638,@Izabel,,132800,44,ottoni rhode routine,26,mp4
575,872,156,2024-02-02T17:29:10.000Z,26200,,,259300,365,come find us london,11,mp4
576,51,15,2024-02-01T21:35:46.000Z,1614,@Nonishaaa,,49300,10,poolside  rhode,11,mp4
577,103,36,2024-02-01T18:59:25.000Z,3287,,,59600,22,hi nyc,8,mp4
578,240,44,2024-02-01T18:15:51.000Z,7367,,,93700,31,behind scenes pineapple refresh shoot,34,mp4
579,3638,213,2024-01-31T23:10:17.000Z,59500,,,613100,111,world rhode ft pineapple refresh,0,
580,207,59,2024-01-31T22:03:18.000Z,6815,,,82500,36,come find us la,8,mp4
581,94,20,2024-01-31T21:10:47.000Z,1905,@J.C.,,50800,3,dombrowski pineapple refresh,45,mp4
582,386,75,2024-01-30T20:29:31.000Z,9623,@CATHY,,109900,16,treats tints,62,mp4
583,80,26,2024-01-29T23:25:06.000Z,2132,,,44500,9,pineapple refresh,0,
584,120,18,2024-01-29T20:05:43.000Z,1811,,,34700,20,rise refresh,22,mp4
585,250,32,2024-01-29T18:32:56.000Z,2218,,,51300,30,full rhode routine ft pineapple refresh available rhodeskincom,11,mp4
586,321,52,2024-01-28T21:28:34.000Z,6047,@Elin,,68700,30,slow sundays warn,8,mp4
587,243,61,2024-01-27T22:04:19.000Z,7593,@Hailey,,98900,50,sani peptide lip tint,10,mp4
588,187,26,2024-01-27T20:06:22.000Z,4057,@marianne_fonseca’s,,94000,37,rhode routine cleanse pineapple refresh hydrate glaze restore brc,38,mp4
589,524,45,2024-01-27T17:06:45.000Z,7941,@Tsutsumi,,95600,47,hoang self care weekend rhode,13,mp4
590,149,70,2024-01-26T22:25:58.000Z,3004,,,57600,41,hit refresh rhodeskincom,8,mp4
591,98,15,2024-01-26T20:41:49.000Z,2486,@livmanni,,51500,31,pineapple refresh  available rhodeskincom,14,mp4
593,160,60,2024-01-25T22:11:46.000Z,3687,,,71400,14,gentle effective formula made rinse day away without leaving skin feeling stripped tight pineapple refresh available rhodeskincom,15,mp4
594,94,34,2024-01-25T20:01:04.000Z,1885,,,52600,19,pineapple refresh available rhodeskincom,73,mp4
595,117,44,2024-01-25T17:49:40.000Z,4543,,,82400,18,ultimate refresh pineapple refresh balm lather cleanser available,9,mp4
596,443,122,2024-01-25T17:04:44.000Z,9328,,,99600,117,first step full rhode routine pineapple refresh new pga daily cleanser arrived available rhodeskincom,45,mp4
597,508,103,2024-01-25T01:44:47.000Z,26000,,,349500,60,rhode work pineapple refresh arrives tomorrrow 9am pt,23,mp4
598,81,21,2024-01-25T00:20:13.000Z,2436,@Nicole,@Nana,48800,14,pineapple refresh first impressions bruner,64,mp4
599,296,62,2024-01-24T20:21:10.000Z,9235,,,179500,96,rhode bath bomb made splash week pineapple refresh arrives tomorrow 9am pt,81,mp4
600,58,21,2024-01-23T23:03:00.000Z,1684,@Ajok,,37800,6,bts daing,16,mp4
601,758,117,2024-01-23T21:33:30.000Z,21700,@hannah,,285700,63,cho pineapple refresh first impressions launching january 25th 9am pt join waitlist rhodeskincom,184,mp4
602,311,71,2024-01-23T19:13:37.000Z,8143,@dylan,,123600,74,pineapple refresh unboxing,13,mp4
603,1065,101,2024-01-23T18:25:49.000Z,15700,,,200400,74,cleanse prep hydrate restore treat,13,mp4
604,199,96,2024-01-23T17:36:01.000Z,9873,,,146700,55,hit refresh new daily cleanser arrives january 25th 9am pt,8,mp4
605,88,27,2024-01-22T22:55:22.000Z,2250,@Ava,,50300,15,skin feels bouncy supple soft hydrated using welsing kitcher new pineapple refresh daily cleanser,26,mp4
607,78,21,2024-01-22T19:21:25.000Z,2180,@Shannon,,45800,22,pineapple refresh unboxing first impressions zhao,51,mp4
608,82,33,2024-01-21T22:49:59.000Z,2516,@Bianca,,55500,6,bts miss may,12,mp4
609,1051,193,2024-01-21T19:46:52.000Z,31300,@Hailey,@Kensington,409500,154,get unready bieber  featuring new pineapple refresh cleanser coming january 25th 9am pt rhodeskincom,234,mp4
610,67,19,2024-01-21T18:53:34.000Z,2332,@Aylen,,64300,23,park pineapple refresh first impressions,42,mp4
611,73,57,2024-01-20T20:50:57.000Z,2870,@Ajok,,87100,16,daing,11,mp4
612,903,251,2024-01-20T19:02:55.000Z,34400,,,467300,141,pineapple refresh lush texture feels like instant vacation melts away makeup impurities gentle natural exfoliation leaves skin petal soft coming january 25th 9am pt join waitlist rhodeskincom,17,mp4
613,52000,4944,2024-01-20T18:05:10.000Z,2000000,,,22500000,4904,rhode bath bomb,35,mp4
614,1007,116,2024-01-20T00:31:32.000Z,12000,@Mia,,212700,125,'s honestly daily go cleanser morning get refreshed supple feeling right skin prep makeup moore pineapple refresh launches january 25th 9am pt,29,mp4
615,161,33,2024-01-19T23:41:58.000Z,2448,@Hailey,,90600,63,bieber,3,mp4
616,147,13,2024-01-19T20:52:25.000Z,2127,@Ida,,75500,11,refreshed zeile,17,mp4
617,135,38,2024-01-19T18:48:27.000Z,2968,,,87000,24,inside pineapple refresh launching january 25th 9am pt join waitlist rhodeskincom,18,mp4
618,413,95,2024-01-19T17:43:21.000Z,10700,@Kayla,,162900,92,unboxing pineapple refresh caputo,137,mp4
619,92,40,2024-01-18T23:04:18.000Z,2813,@Bianca,,87700,14,behind scenes miss february,16,mp4
620,685,93,2024-01-18T20:56:15.000Z,19700,@Hailey,@Candice,330800,124,behind scenes bieber,13,mp4
621,245,70,2024-01-18T18:54:46.000Z,6392,@Ethan,,118900,47,gaskill review pineapple refresh coming january 25th 9am pt join waitlist rhodeskincom,22,mp4
622,157,36,2024-01-18T17:35:53.000Z,4032,,,82000,20,texts hb one really good cleanser 4 years making launching january 25th 9am pt join waitlist rhodeskincom,0,
623,65,46,2024-01-17T23:47:07.000Z,2121,@tianavictoria’s,,65000,6,first impressions new pineapple refresh cleanser coming january 25th 9am pt join waitlist rhodeskincom,59,mp4
624,184,107,2024-01-17T19:15:35.000Z,4551,,,79900,47,meet new pineapple refresh cleanser see january 25th 9am pt rhodeskincom,14,mp4
625,701,358,2024-01-17T17:02:12.000Z,23700,,,239700,194,cleanser waiting introducing pineapple refresh new pga daily cleanser,18,mp4
626,127,34,2024-01-16T23:30:52.000Z,3417,@sam,,67000,21,puts new rhode cleanser test info coming soon,122,mp4
628,288,100,2024-01-16T17:38:06.000Z,9072,,,115900,56,tomorrow,11,mp4
630,804,89,2024-01-14T21:28:28.000Z,20300,,,243600,55,rhode silent reviews,33,mp4
631,33,8,2024-01-14T17:58:51.000Z,1114,@Karen,,39100,4,oluwatomilayo olla rhode routine – glaze brc lip treat,13,mp4
632,117,27,2024-01-14T17:06:23.000Z,2664,@kehaulani,,52200,15,sanares ‘ essential hydration layers,10,mp4
633,76,41,2024-01-13T21:16:46.000Z,1961,,,46200,10,glazing milk instant glow day hydration,12,mp4
634,36,19,2024-01-13T18:53:49.000Z,1039,@eman,,31500,6,new rhode cleanser stay tuned info come soon,78,mp4
635,137,38,2024-01-13T17:13:17.000Z,4171,@Raisya,,53200,12,summer january ft rhode kit,6,mp4
636,2351,608,2024-01-12T21:53:13.000Z,80000,,,1100000,200,cleansing hb,124,mp4
637,86,30,2024-01-12T21:04:05.000Z,2637,@Kayla,,57100,26,cleanser first impressions caputo,128,mp4
638,236,23,2024-01-12T20:04:02.000Z,5223,,,56100,15,first week 2024 hb,0,
639,72,44,2024-01-12T02:07:31.000Z,2164,@Henna,,52600,18,ali cleanser review stay tuned info coming soon,110,mp4
640,269,191,2024-01-11T19:21:42.000Z,7186,@Thu,,117000,161,rhode testing panel | career advice first impressions new cleanser coming soon,85,mp4
641,261,146,2024-01-11T17:06:17.000Z,7350,@Izabel,,81000,54,ooo ottoni rhode,18,mp4
642,377,98,2024-01-10T21:31:26.000Z,9592,@Hailey,,187500,54,bieber 2024 mindset self care intention,40,mp4
643,57,23,2024-01-10T20:20:28.000Z,1353,,,34800,8,rhode reviews,0,
644,891,52,2024-01-10T17:03:56.000Z,18300,,,133200,32,slow mornings rhode,0,
645,158,40,2024-01-09T22:37:08.000Z,5141,,,71800,51,bathe barrier,5,mp4
646,120,19,2024-01-09T21:28:46.000Z,1935,@nayha’s,,40900,4,go lip combo lip treat plump glossy finish,34,mp4
647,164,34,2024-01-09T17:13:33.000Z,3583,,,42500,25,rhode holiday,0,
648,189,33,2024-01-08T20:48:01.000Z,3744,@naomigenes✨,,88500,19,uses glazing milk glaze go duo prep soothe hydrate skin leaving instant luminous sheen,34,mp4
649,356,65,2024-01-08T18:41:01.000Z,6936,,,101600,55,rhode layers,15,mp4
650,140,63,2024-01-08T17:16:58.000Z,3423,,,40100,22,january mood,10,mp4
651,97,53,2024-01-07T20:07:50.000Z,2307,,,45400,50,lip treat,9,mp4
652,124,20,2024-01-07T19:20:13.000Z,3021,@thefasteddy,,45200,3,finishing touches lip treat,9,mp4
653,92,18,2024-01-07T17:01:40.000Z,2441,,,57100,27,brc love,9,mp4
654,57,31,2024-01-06T22:59:55.000Z,2379,@maya,,38400,9,multitasking essentials using glaze brc,27,mp4
655,264,47,2024-01-06T19:57:27.000Z,8160,,,83200,19,begin end day rhode,0,
656,432,28,2024-01-06T17:02:36.000Z,4978,,,61100,41,skin feeling new year good time check skin find go essentials keep barrier balanced hydrated glowing,0,
657,150,23,2024-01-05T22:32:47.000Z,2103,@Shannon,,50600,14,perfect makeup prep step glazing milk rhodeskincom zhao,29,mp4
658,101,15,2024-01-05T17:41:27.000Z,2789,@Matilda,,40000,4,winter far djerf rhode,0,
659,1554,73,2024-01-04T21:15:57.000Z,23700,@dylan’s,,200100,53,go essentials ft lip treat,0,
660,663,46,2024-01-04T19:07:48.000Z,6088,,,86000,46,essential skincare layers,0,
661,102,13,2024-01-04T17:04:03.000Z,2215,@Ava’s,,41300,9,rhode trick mix glazing milk liquid bronzing drops glowy hydrated makeup base,29,mp4
662,108,34,2024-01-03T20:52:33.000Z,3648,,,52100,14,like burst hydration luminous dewy glow,13,mp4
663,50,15,2024-01-03T19:13:15.000Z,2039,,,33900,7,winter glow ft rhode,19,mp4
664,106,37,2024-01-03T17:02:14.000Z,2261,,,33000,16,daily hydration essentials rhodeskincom,5,mp4
665,67,31,2024-01-02T18:21:41.000Z,1584,@ori,,34900,6,rhode kit available rhodeskincom,15,mp4
666,299,76,2024-01-01T18:55:17.000Z,5746,,,68200,31,new year new routine rhodeskincom,0,
667,168,77,2024-01-01T17:27:32.000Z,5430,,,65500,29,fresh start,21,mp4
